id,pedido_disur,pedido_exfarma,requisicion,lote,clave,descripcion,marca_disur,marca_exfarma,unidad,cantidad,precio_disur,precio_exfarma,tipo,cause
806,P-16-0003,P-16-0007,301,103,060.168.8245,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO""","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1661.62,1658.84,2,0
807,P-16-0003,P-16-0007,301,675,060.168.8138,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 8.0 MM ± 0.2 MM 11.3 MM ± 0.5 MM 74 MM ± 5 MM.","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1157.09,1153.31,2,0
808,P-16-0003,P-16-0007,301,676,060.168.8146,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 9.0 MM ± 0.2 MM 11.4 MM ± 1.2 MM 80 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1157.09,1153.43,2,0
809,P-16-0003,P-16-0007,301,677,060.168.8161,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 10 .0 MM ± 0.2 MM 13.0 MM ± 1.0 MM 84 MM ± 5 MM. PIEZA. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1661.62,1660.91,2,0
810,P-16-0003,P-16-0007,301,678,060.166.0301,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.0 MM ± 0.15 MM 5.0 MM ± 0.5 MM 37 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1661.62,1661.04,2,0
811,P-16-0003,P-16-0007,301,679,060.167.6935,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:3.5 MM ± 0.15 MM 5.3 MM ± 0.5 MM 40 MM ± 5 MM.","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.06,2,0
812,P-16-0003,P-16-0007,301,680,060.167.0920,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.0 MM ± 0.15 MM 6.1 MM ± 0.5 MM 41 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.16,2,0
813,P-16-0003,P-16-0007,301,681,060.167.0946,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.5 MM ± 0.15 MM 6.6 MM ± 0.5 MM 45 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.26,2,0
814,P-16-0003,P-16-0007,301,682,060.167.8725,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:5.0 MM ± 0.15 MM 7.4 MM ± 0.5 MM 45 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.36,2,0
815,P-16-0003,P-16-0007,301,683,060.167.0979,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:5.5 MM ± 0.15 MM 7.8 MM ± 0.5 MM 48 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.46,2,0
816,P-16-0003,P-16-0007,301,684,060.166.2943,"PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 2.5 MM ± 0.15 MM 4.5 MM ± 0.5 MM 30 MM ± 5 MM. ","MMJ, S.A. DE C.V.","AGREGAR MARCA",PIEZA,1,1661.62,1653.50,2,0
817,P-16-0003,P-16-0007,301,685,060.166.3008,"PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.0 MM ± 0.15 MM 5.2 MM ± 0.5 MM 32 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.56,2,0
818,P-16-0003,P-16-0007,301,686,060.166.3016,"PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.5 MM ± 0.15 MM 5.8 MM ± 0.5 MM 34 MM ± 5 MM. ","MMJ, S.A. DE C.V.","SMITH MEDICAL",PIEZA,1,1033.64,1031.65,2,0
819,NULL,P-16-0006,300,110,705810109,"MEDIOS DE CONTRASTE HIDROSOLUBLES NO IÓNICOS EN CONCENTRACIÓN DE 300 A 320 MG I/ML: IOPAMIDOL O IOPRAMIDA. FRASCO CON 50 ML.",NULL,IOPAMIRO,ENVASE,1,NULL,2770.20,1,0
820,NULL,P-16-0006,300,111,705810117,"MEDIOS DE CONTRASTE HIDROSOLUBLES NO IÓNICOS EN CONCENTRACIÓN DE 300 A 320 MG I/ML: IOPAMIDOL O IOPRAMIDA. FRASCO CON 100 ML.",NULL,IOPAMIRO,ENVASE,1,NULL,5561.27,1,0
821,NULL,P-16-0006,300,112,705810125,"MEDIOS DE CONTRASTE HIDROSOLUBLES NO IÓNICOS EN CONCENTRACIÓN DE 300 A 320 MG I/ML: IOPAMIDOL O IOPRAMIDA. ENVASE CON 200 ML. *INCLUYE SISTEMA DE TRANSFERENCIA CON VÁLVULA ANTIRREFLUJO, FAJILLA Y ASA",NULL,IOPAMIRO,ENVASE,1,NULL,3419.56,1,0
822,NULL,P-16-0006,300,131,"SIN CLAVE","GLIMEPIRIDA COMPRIMIDO DE 2 MG. CAJA DE 120 COMPRIMIDOS",NULL,GENERICO,CAJA,1,NULL,488.94,1,0
823,NULL,P-16-0006,300,132,"SIN CLAVE","GLUCANTIME (ANTIMONIATO DE MEGLUMINA) SOLUCIÓN INYECTABLE AMPOLLETAS DE 5 ML/ 1.5 GR DE MEGLUMINA CAJA CON 25 AMPOLLETAS",NULL,GLUCANTIME,CAJA,1,NULL,342.28,1,0
824,NULL,P-16-0006,300,133,"SIN CLAVE","GAMMAGLOBULINA ANTIRÁBICA HUMANA",NULL,GENERICO,ENVASE,1,NULL,3507.30,1,0
825,NULL,P-16-0006,300,139,S/C,"COMPLEMENTO ALIMENTICIO CON MEZCLA DE TRES FUENTES DE PROTEINAS, MEZCLA DE HIDRATOS DE CARBONO Y UN PERFIL DE LIPIDOS, CON OMEGA 3,6, DHA,AA Y 14 VITAMINAS Y MINERALES, LIBRE DE LACTOSA Y GLUTEN, SABORES FRESA,",NULL,GENERICO,"BOTE CON 400 MG",1,NULL,443.32,1,0
826,NULL,P-16-0006,300,141,S/C,"EXTRACTO SECO DE RUSCUS 150 MG, VALORADO EN HETEROSIDOS ESTEROLICOS, ESPERHIDINA METIL CHALCONA 150 MG, ACIDO ASCORBICO 100 MG CAPSULAS, CAJA CON 30 CPSULAS",NULL,FABORBEN,CAJA,1,NULL,351.55,1,0
827,NULL,P-16-0006,300,142,S/C,"OCTREOTIDE SOLUCIÓN INYECTABLE 1 MG/5 ML FRASCO ÁMPULA",NULL,GENERICO,AMPULA,1,NULL,332.28,1,0
828,NULL,P-16-0006,300,151,S/C,"KETOROLACO TOMETAMINA TABLETAS DE 10 MG ",NULL,NULL,"FRASCO DE 10 TABLETAS CON 10 MG",1,NULL,NULL,1,0
829,NULL,P-16-0006,300,157,S/C,"ROPIVACAINA SOLUCIÓN INYECTABLE AL 0.75%, 150 MG / 20 ML. CAJA CON 5 AMPOLLETAS",NULL,GENERICO,CAJA,1,NULL,NULL,1,0
830,NULL,P-16-0006,300,164,S/C,"DESKETOPROFENO (KERAL) SOLUCIÓN INYECTABLE 50 MG / 2 ML. CAJA CON 3 AMPOLLETAS",NULL,GENERICO,CAJA,1,NULL,548.12,1,0
831,NULL,P-16-0006,300,170,S/C,"FENTANYL PARCHES CADA PARCHE CONTIENE 8.4 MG DE FENTANYL QUE LIBERA 50 UG/H DE FENTANILOCAJA CON 5 PARCHES",NULL,GENERICO,PARCHES,1,NULL,233.08,1,0
832,NULL,P-16-0007,301,649,NULL,"CATETER VENOSO CENTRAL DE INSERCION PERIFERICA. CALIBRE 1 FR. LONGITUD 20 CM CAL 28 DE POLIURETANO O ELASTOMERO DE SILICON CON AGUJA INTRODUCTORA CON FUNDA O CAMISA DESPRENDIBLE. ESTERIL Y DESECHABLE.",NULL,"MED COMB",PIEZA,1,NULL,4263.22,2,0
833,NULL,P-16-0007,301,657,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN ALTA DE 40 A 80 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,15564.45,2,0
834,NULL,P-16-0007,301,658,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN BAJADE 80 A 120 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,9388.80,2,0
835,NULL,P-16-0007,301,660,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN BAJADE 80 A 120 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,9388.24,2,0
836,NULL,P-16-0007,301,659,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN ALTA DE 80 A 120 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,9388.52,2,0
837,NULL,P-16-0007,301,661,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN ALTA DE 80 A 120 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,9387.96,2,0
838,NULL,P-16-0007,301,656,NULL,"VÁLVULA PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE DIAFRAGMA, PRESIÓN MEDIA DE 40 A 80 MM DE H2O, CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD Y CATÉTER PERITONEAL DE 85 CM MÍNIMO DE""",NULL,BIOMED,PIEZA,1,NULL,15564.91,2,0
839,NULL,P-16-0007,301,252,040.431.0581,"FRESA (ODONTOLÓGICA) FRESA DIAMANTE REDONDA NUMEROS 009 ALTA VELOCIDAD",NULL,GENERICO,PIEZA,1,NULL,17.78,2,0
840,NULL,P-16-0007,301,1,060.004.0109,"ABATELENGUAS DE MADERA DESECHABLES. LARGO 142.00 MM ANCHO 18.0 MM.",NULL,PIARI,"ENVASE CON 500 PIEZAS.",1,NULL,70.98,2,0
841,NULL,P-16-0007,301,3,060.016.0154,"ACEITE MINERAL PARA USO EXTERNO",NULL,DROTASA,"FRASCO CON 250 ML",1,NULL,32.73,2,0
842,NULL,P-16-0007,301,2,060.016.0204,"ACEITE LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD",NULL,"VIARDEN ","ENVASE C/240 ML.",1,NULL,56.81,2,0
843,NULL,P-16-0007,301,7,060.034.0103,"AGUA OXIGENADA EN CONCENTRACIÓN DEL 2.5 A 3.5%.",NULL,DEGASA,"ENVASE CON 480 ML.",1,NULL,9.65,2,0
844,NULL,P-16-0007,301,14,060.040.0287,"AGUJA PARA ANESTESIA EPIDURAL DE PAREDES DELGADA MODELO TOUHY LONG. 7.5 A 8.6 CM CAL. 16 G. PIEZA.",NULL,ULTRATEC,PIEZA,1,NULL,45.43,2,0
845,NULL,P-16-0007,301,18,060.040.0543,"AGUJA PARA RAQUIANESTESIA O BLOQUEO SUBARACNOIDEO DE ACERO INOXIDABLE, MANDRIL CON BOTON INDICADOR DE ORIENTACION DE BISEL Y CONECTOR DE LUER LOCK HEMBRA TRANSLUCIDO. ESTERIL Y ESECHABLE TIPO WHITACRE CAL.",NULL,ULTRATEC,PIEZA.,1,NULL,52.81,2,0
846,NULL,P-16-0007,301,16,060.040.0790,"AGUJA PARA BIOPSIA DE HUESO REESTERILIZABLE TIPO JAMSHIDI CALIBRE 11 G LONGITUD 10 CM PIEZA",NULL,ULTRATEC,PIEZA,1,NULL,1467.10,2,0
847,NULL,P-16-0007,301,15,060.040.2028,"AGUJA PARA ANESTESIA EPIDURAL DE PAREDES DELGADA MODELO TOUHY LONG. 7.5 A 8.6 CM CAL. 18 G. PIEZA.",NULL,ULTRATEC,PIEZA,1,NULL,53.00,2,0
848,NULL,P-16-0007,301,23,060.040.2341,"AGUJA PARA RAQUIANESTESIA O PUNCION LUMBAR. CON MANDRIL. REESTERILIZABLES. TIPO GREEN. LONG. 11.5 CMS. CALIBRE 26 G. PIEZA.",NULL,ULTRATEC,PIEZA.,1,NULL,88.43,2,0
849,NULL,P-16-0007,301,12,060.040.37060,"AGUJA HIPODÉRMICAS. CON PABELLÓN LUER LOCK HEMBRA DE PLÁSTICO. DESECHABLES. LONGITUD: 16 MM CALIBRE: 25 G. ENVASE CON 100 PIEZAS.",NULL,DL,"ENVASE CON 100 PIEZAS",1,NULL,48.04,2,0
850,NULL,P-16-0007,301,26,060.040.3711,"AGUJAS HIPODÉRMICAS CON PABELLÓN LUER-LOCK HEMBRA DE PLÁSTICO DESECHABLES. LONGITUD 32 MM. CALIBRE 20 G.",NULL,DL,"ENVASE CON 100 PZAS.",1,NULL,48.05,2,0
851,NULL,P-16-0007,301,9,060.040.3729,"AGUJA HIPODÉRMICA CON PABELLON LUER LOCK HEMBRA DE PLASTICO DESCHABLES 20 G X 38 MM. ENVASE CON 100 PZAS.",NULL,DL,"ENVASE CON 100 PIEZAS",1,NULL,48.04,2,0
852,NULL,P-16-0007,301,10,060.040.3745,"AGUJA HIPODÉRMICA CON PABELLON LUER LOCK HEMBRA DE PLASTICO DESCHABLES 21 G X 32 MM. ENVASE CON 100 PZAS.",NULL,DL,"ENVASE CON 100 PIEZAS",1,NULL,48.04,2,0
853,NULL,P-16-0007,301,11,060.040.3786,"AGUJA HIPODÉRMICA CON PABELLON LUER LOCK HEMBRA DE PLASTICO DESCHABLES 22 G X 32 MM. ENVASE CON 100 PZAS.",NULL,DL,"ENVASE CON 100 PIEZAS",1,NULL,48.04,2,0
854,NULL,P-16-0007,301,25,060.040.8041,"AGUJAS DENTALES. TIPO CARPULE. DESECHABLES. LONGITUD 20-25M MM CALIBRE 30 G TAMAÑO CORTA.",NULL,DLP,"ENVASE CON 100 PIEZAS",1,NULL,111.70,2,0
855,NULL,P-16-0007,301,24,060.040.8058,"AGUJAS DENTALES TIPO CARPULE. DESECHABLES. LONGITUD: 25-42 MM. CALIBRE: 27 G. TAMAÑO: LARGA.",NULL,DLP,"ENVASE CON 100 PIEZAS",1,NULL,111.70,2,0
856,NULL,P-16-0007,301,19,060.040.9007,"AGUJA PARA RAQUIANESTESIA O BLOQUEO SUBARACNOIDEO DE ACERO INOXIDABLE, MANDRIL CON BOTON INDICADOR DE ORIENTACION DE BISEL Y CONECTOR DE LUER LOCK HEMBRA TRANSLUCIDO. ESTERIL Y DESECHABLE TIPO WHITACRE.""",NULL,ULTRATEC,PIEZA.,1,NULL,56.78,2,0
857,NULL,P-16-0007,301,33,060.058.0153,"ALGODÓN EN LAMINA. ENROLLADO O PLISADO. ENVASE CON 300 GR.",NULL,QUIRMEX,"ENVASE CON 300 G",1,NULL,36.29,2,0
858,NULL,P-16-0007,301,32,060.064.0064,"ALEACIONES PARA AMALGAMA DENTAL EN TABLETAS DE FASE DISPERSA. COMPOSICIÓN: PLATA 68.0 - 72%. ESTAÑO 15.0 - 21%. COBRE 10.5 - 15%. MERCURIO 3% MÁXIMO. ZINC 2% MÁXIMO.",NULL,GENERICO,"ENVASE CON 80 TABLETAS",1,NULL,1306.52,2,0
859,NULL,P-16-0007,301,31,060.064.0106,"ALEACIÓN PARA AMALGAMA DENTAL EN POLVO DE FASE DISPERSA. COMPOSICIÓN: PLATA 68.0 (72%), ESTAÑO 15.0 (21%), COBRE 10.5 (15%), MERCURIO (3%.MÁXIMO), ZINC (2%. MÁXIMO). ENVASE CON 30 A 31.1 G",NULL,FARMORUBICIN,"ENVASE CON 30 A
31.1 G",1,NULL,1058.48,2,0
860,NULL,P-16-0007,301,30,060.066.0039,"ALCOHOL DESNATURALIZADO. ENVASE CON 1 LITRO",NULL,DEGASA,"ENVASE CON 1 L.",1,NULL,40.98,2,0
861,NULL,P-16-0007,301,319,060.066.0054,"JABON NEUTRO ADICIONADO CON GLICERINA, PASTILLA DE 100 G. PIEZA""",NULL,LIRIO,PIEZA,1,NULL,8.98,2,0
862,NULL,P-16-0007,301,320,060.066.0070,"JABON PARA USO PREQUIRÚRGICO LÍQUIDO Y NEUTRO (PH 7).ENVASE CON 18 L.",NULL,ANTIBENZIL,"ENVASE CON 18 L.",1,NULL,595.33,2,0
863,NULL,P-16-0007,301,246,060.066.0112,"FLUORURO DE SODIO, SOLUCIÓN INGERIBLE. CADA 100 ML CONTIENEN: FLUORURO DE SODIO EQUIVALENTE A: 248.8 MG DE ION - FLÚOR,",NULL,"VIARDEN ","ENVASE CON 10 ML C/DISPENSADOR",1,NULL,50.29,2,0
864,NULL,P-16-0007,301,245,060.066.0500,"FLUORURO DE SODIO PARA PREVENCIÓN DE CARIES. ACIDULADO AL 2%. EN GEL DE SABOR.",NULL,FLUORDENT,"FRASCO CON 480 ML",1,NULL,36.89,2,0
865,NULL,P-16-0007,301,310,060.066.0658,"IODOPOVIDONA ESPUMA. CADA 100 ML CONTIENEN: IODOPOVIDONA 8 G. EQUIVALENTE A 0.8 G DE YODO.",NULL,DERMODINE,"ENVASE CON 3.5 L.",1,NULL,231.93,2,0
866,NULL,P-16-0007,301,311,060.066.0666,"IODOPOVIDONA SOLUCION CADA 100 ML CONTIENEN IODOPOVIDONA 11 G., EQUIVALENTE A 1.1 G DE YODO. ENVASE CON 3.5 ML.",NULL,DERMODINE,"ENVASE CON 3.5 L",1,NULL,266.57,2,0
867,NULL,P-16-0007,301,29,060.066.0773,"ALCOHOL DESNATURALIZADO",NULL,DEGASA,"ENVASE CON 20 L.",1,NULL,640.88,2,0
868,NULL,P-16-0007,301,196,060.066.0872,"DETERGENTE O LIMPIADOR MONOENZIMÁTICO, COMPUESTO DE CLORURO DE DODECIL Ó DIDECIL DIMETILAMONIO, ENZIMAS PROTEOLÍTICAS, PH QUE ASEGURE LA ACCIÓN ÓPTIMA DE LAS ENZIMAS, ACTIVO EN TODO TIPO DE AGUA, NO CORROSIVO.""",NULL,ANIOS,ENVASE,1,NULL,284.62,2,0
869,NULL,P-16-0007,301,441,060.066.0880,"SOLUCIÓN CONCENTRADA ESTERILIZANTE EN FRIO DEL 8 AL 12.5% DE GLUTARALDEHIDO, PARA PREPARAR UNA DILUCIÓN DE USO FINAL DEL 2 AL 3.5%. PARA UTILIZARSE EN INSTRUMENTAL TERMOSENSIBLE LIMPIO Y SIN MATERIAL""",NULL,NIKCIDE,"ENVASE CON 6 FRASCOS.",1,NULL,17985.80,2,0
870,NULL,P-16-0007,301,443,060.066.1003,"SOLUCION ESTERILIZANTE Y DESINFECTANTE DE SUPEROXIDACION CON PH NEUTRO, NO CORROSIVA. SOLUCION AL 100%. ENVASE CON 5 L.",NULL,MICRODACYN60,PIEZAS,1,NULL,948.55,2,0
871,NULL,P-16-0007,301,37,060.082.0021,"APLICADORES CON ALGODÓN DE PLASTICOS.",NULL,PROTEC,"ENVASE CON 150 A 750 PIEZAS.",1,NULL,42.60,2,0
872,NULL,P-16-0007,301,39,060.082.0054,"APLICADORES SIN ALGODÓN DE MADERA.",NULL,PIARI,"ENVASE CON 150 A 750 PIEZAS.",1,NULL,64.42,2,0
873,NULL,P-16-0007,301,38,060.082.0104,"APLICADORES DE MADERA CON ALGODÓN. ENVASE CON 750 PIEZAS.",NULL,PIARI,"CAJA CON 100 PIEZAS",1,NULL,285.37,2,0
874,NULL,P-16-0007,301,42,060.088.0017,"APOSITO TRANSPARANTE MICROPOROSO AUTOADHERIBLE ESTÈRIL Y DESECHABLE. MEDIDAS 7.0 A 8.5 X 5.08 A 6.0 CM.",NULL,"LEUKOMED T","ENVASE CON 50 PIEZAS.",1,NULL,268.20,2,0
875,NULL,P-16-0007,301,43,060.088.0025,"APOSITO TRANSPARENTE MICROPOROSO AUTOADHERIBLE. TRATAMIENTO DE HERIDAS Y CATETERES CENTRALES . ESTERIL Y DESECHABLE MEDIDAS 10.0 A 10.16 X 12.0 A 14.0 CM PIEZA. ENVASE CON 50 PIEZAS.",NULL,"LEUKOMED T",PIEZA,1,NULL,424.86,2,0
876,NULL,P-16-0007,301,41,060.088.0058,"APOSITO COMBINADOS. DE CELULOSA CON TELA NO TEJIDA. MEDIDAS: 20 X 8 CM.",NULL,ERES,"ENVASE CON 200 PIEZAS",1,NULL,257.53,2,0
877,NULL,P-16-0007,301,40,060.088.0108,"APOSITO COMBINADOS. D/CELULOSA CON TELA NO TEJIDA. MEDIDAS: 20X13 CM.",NULL,ERES,"ENVASE CON 150 PIEZAS",1,NULL,284.05,2,0
878,NULL,P-16-0007,301,47,060.100.0011,"BABEROS DE TELA NO TEJIDA DE RAYÓN, ANATOMICO, AUTOJUSTABLE, DESECHABLE, TAMAÑO ADULTO. PIEZA.",NULL,"GRUPREYSA ",PIEZA.,1,NULL,1.70,2,0
879,NULL,P-16-0007,301,48,060.111.0208,"BARNICES DE COPAL. PARA REVESTIMIENTO DE CAVIDADES. FRASCO CON 15ML Y FRASCO CON DISOLVENTE DE 15 ML. JUEGO.",NULL,"VIARDEN ",JUEGO.,1,NULL,180.86,2,0
880,NULL,P-16-0007,301,66,060.125.0038,"BOLSA PARA ALIMENTACION PARENTERAL PEDIATRICA DE 500 ML. ESTERIL, DE ETIVINIL ACETATO, CON BURETA DE 150 ML. GRADUADA PARA LLENADO DE LA BOLSA EN VOLUMENES PRECISOS CON CAPSULA DE INYECCION PARA""",NULL,ULTRATEC,PIEZA,1,NULL,113.68,2,0
881,NULL,P-16-0007,301,68,060.125.0236,"BOLSA PARA ENEMA CAP. 1500 ML. CON TUBO TRASPORTADOR DE 5.0 A 6.0 MM DE DIAMETRO INTERNO 128 CM DE LONG. Y DISPOSITIVO OBTURADOR DE PLASTICO PARA CONTROL DE FLUJO. EL EXTREMO PROXIMAL DEBE TENER LA PUNTA ROMA""",NULL,ULTRATEC,PIEZA,1,NULL,31.56,2,0
882,NULL,P-16-0007,301,76,060.125.0244,"BOLSA PARA UROCULTIVO NIÑA ESTERIL, DE PLASTICO GRADO MEDICO, FORMA RECTANGULAR CON CAPACIDAD DE 50 ML Y ESCALA DE 10, 20, 30 Y 50 ML CON ORIFICIO EN FORMA DE PERA 2.5 CM EN SU LADO MAS ANCHO Y 1 CM EN EL MAS""",NULL,ULTRATEC,PIEZA.,1,NULL,3.46,2,0
883,NULL,P-16-0007,301,71,060.125.0582,"BOLSA PARA ILEOSTOMÍA O COLOSTOMÍA. TAMAÑO ADULTO. AUTOADHERIBLE, DE PLÁSTICO GRADO MÉDICO, SUAVE, TRANSPARENTE, A PRUEBA DE OLOR, DRENABLE, EN FORMA DE BOTELLA DE 30 X 15 CM ABIERTA EN SU PARTE MÁS""",NULL,PIESA,PIEZA.,1,NULL,38.62,2,0
