clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA006473,CEBADILLA 2A. SECCIÓN,7,TAPACHULA,CEBADILLA 2DA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006485,EL EDÉN,7,TAPACHULA,EL EDÉN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006490,FRACCIÓN HERMOSILLO,7,TAPACHULA,HERMOSILLO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006502,LLANO DE LA LIMA,7,TAPACHULA,LLANO DE LA LIMA,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006526,JOSÉ MARÍA MORELOS,7,TAPACHULA,JOSÉ MARÍA MORELOS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006531,PUERTO MADERO,7,TAPACHULA,PUERTO MADERO (SAN BENITO),"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006543,RAYMUNDO ENRÍQUEZ,7,TAPACHULA,RAYMUNDO ENRÍQUEZ,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006555,SAN CRISTÓBAL BUENA VISTA,7,TAPACHULA,SAN CRISTÓBAL BUENAVISTA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006560,RANCHERÍA SANTA RITA,7,TAPACHULA,SANTA RITA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006572,C.S. TINAJAS 1A. SECCIÓN,7,TAPACHULA,TINAJAS 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006584,3A. SECCIÓN TINAJAS,7,TAPACHULA,TINAJAS 3RA. SECCIÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006596,EJIDO TOLUCA,7,TAPACHULA,TOLUCA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006601,VIVA MÉXICO,7,TAPACHULA,VIVA MÉXICO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006613,2A. SECCIÓN DE TINAJAS,7,TAPACHULA,LAS TINAJAS 2DA. SECCIÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006625,EJIDO CHANJALÉ SALCHIJI,7,TAPACHULA,CHANJALÉ Y SALCHIJI,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006630,CANTÓN PROVIDENCIA,7,TAPACHULA,LA PROVIDENCIA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006642,CANTÓN EL TRIUNFO,7,TAPACHULA,EL TRIUNFO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006654,CANTÓN ACAXMAN,7,TAPACHULA,ACAXMAN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006666,MAZONO,5,TAPALAPA,MAZONO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006683,SAN FRANCISCO JACONA,5,TAPILULA,SAN FRANCISCO JACONÁ,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006695,TECPATAN,1,TECPATÁN,TECPATÁN,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006700,COL. ADOLFO LÓPEZ MATEOS,1,TECPATÁN,ADOLFO LÓPEZ MATEOS KILÓMETRO 54,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006724,ESPERANZA DE LOS POBRES,1,TECPATÁN,ESPERANZA DE LOS POBRES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006736,FRANCISCO I. MADERO,1,TECPATÁN,FRANCISCO I. MADERO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006741,GUSTAVO DÍAZ ORDAZ,1,TECPATÁN,GUSTAVO DÍAZ ORDAZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006753,MIGUEL HIDALGO Y COSTILLA,1,TECPATÁN,MIGUEL HIDALGO Y COSTILLA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006765,RAUDALES MALPASO,1,TECPATÁN,RAUDALES MALPASO,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006770,ÁNGEL ALBINO CORZO,1,TECPATÁN,ÁNGEL ALBINO CORZO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006782,PIZTINGÉN,1,TECPATÁN,FRANJA PIZTINGÉN,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006794,COL. EL PORVENIR,1,TECPATÁN,EL PORVENIR,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006806,SAN FERNANDO DÍAZ MARITANO,1,TECPATÁN,SAN FERNANDO DÍAZ (MARITANO),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006811,DIQUE II (VICENTE GUERRERO),1,TECPATÁN,VICENTE GUERRERO (DIQUE DOS),"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006823,EL EDÉN,1,TECPATÁN,EL EDÉN (AGUA ESCONDIDA),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006835,TENEJAPA,2,TENEJAPA,TENEJAPA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006840,MATZAM,2,TENEJAPA,MATZAM,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006852,SHISHINTONIL,2,TENEJAPA,SHISHINTONIL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006876,TEOPISCA,2,TEOPISCA,TEOPISCA,"URBANO DE 05 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006893,DOLORES,2,TEOPISCA,DOLORES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006905,BETANIA,2,TEOPISCA,BETANIA,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006910,JERUSALÉN,2,TEOPISCA,JERUSALÉN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006922,VISTA HERMOSA,2,TEOPISCA,VISTAHERMOSA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006946,TILA,6,TILA,TILA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006951,ÁLVARO OBREGÓN,6,TILA,ÁLVARO OBREGÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA006963,CARRIZAL,6,TILA,EL CARRIZAL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007004,USIPA,6,TILA,USIPA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007021,ZAQUITEL OJO DE AGUA,6,TILA,ZAQUITEL OJO DE AGUA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007033,NUEVO LIMAR,6,TILA,NUEVO LIMAR,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007050,JOLJA TIONTIEPA,6,TILA,JOLJA TIONTIEPA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007062,WILLIS 2A SECCIÓN,6,TILA,WILIS 2DA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007086,TONALÁ,8,TONALÁ,TONALÁ,"URBANO DE 07 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007091,PUERTO ARISTA,8,TONALÁ,PUERTO ARISTA,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007103,BELISARIO DOMÍNGUEZ,8,TONALÁ,DOCTOR BELISARIO DOMÍNGUEZ (LA BARRA),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007115,CABEZA DE TORO,8,TONALÁ,CABEZA DE TORO,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007120,LA ESPERANZA,8,TONALÁ,LA ESPERANZA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007132,HUACHIPILÍN CALENTURA,8,TONALÁ,HUACHIPILÍN CALENTURA (LA RAMADITA),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007144,IGNACIO RAMÍREZ,8,TONALÁ,IGNACIO RAMÍREZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007156,CENICEROS,8,PIJIJIAPAN,CENICEROS,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007161,NOYOLA,8,TONALÁ,NOYOLA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007173,BAHÍA DE PAREDÓN,8,TONALÁ,PAREDÓN,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007185,PUEBLO NUEVO,8,TONALÁ,PUEBLO NUEVO (SAN CAYETANO),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007202,EL TERRERO,8,TONALÁ,EL TERRERO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007214,20 DE NOVIEMBRE,8,TONALÁ,VEINTE DE NOVIEMBRE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007226,EJIDO MORELOS (ESTACIÓN MOJARRAS),8,TONALÁ,MORELOS (MOJARRAS),"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007231,SAN LUQUEÑO (LA COSTA),8,TONALÁ,SAN LUQUEÑO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007243,UNIÓN Y PROGRESO,8,TONALÁ,UNIÓN Y PROGRESO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007255,NATALIO VAZQUEZ PALLARES,8,TONALÁ,NATALIO VÁZQUEZ P.,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007260,TOTOLAPA,1,TOTOLAPA,TOTOLAPA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007284,LA TRINITARIA,3,LA TRINITARIA,LA TRINITARIA,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007296,ÁLVARO OBREGÓN,3,LA TRINITARIA,ÁLVARO OBREGÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007301,EL CARMEN XHÁN,3,LA TRINITARIA,CARMEN XHÁN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007313,CRISTÓBAL COLÓN,3,LA TRINITARIA,CRISTÓBAL COLÓN (LAGOS DE COLÓN),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007325,HIDALGO,3,LA TRINITARIA,MIGUEL HIDALGO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007330,JUNCANÁ,3,LA TRINITARIA,JUNCANÁ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007342,EL PROGRESO,3,LA TRINITARIA,EL PROGRESO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007354,ROSARIO TIERRA BLANCA,3,LA TRINITARIA,EL ROSARIO TIERRA BLANCA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007366,SAN JUAN DEL VALLE,3,LA TRINITARIA,SAN JUAN DEL VALLE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007371,TZISCAO,3,LA TRINITARIA,TZISCAO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007383,LA ANTELA,3,LA TRINITARIA,ANTELÁ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007395,NUEVA VENECIA,3,LA TRINITARIA,NUEVA VENECIA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007400,LOMA BONITA,3,LA TRINITARIA,LOMA BONITA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007412,LA GLORIA,3,LA TRINITARIA,LA GLORIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007424,FLOR DE MAYO,3,LA TRINITARIA,FLOR DE MAYO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007436,NVO. VILLAFLORES,3,LA TRINITARIA,NUEVO VILLAFLORES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007453,NUEVA LIBERTAD (EL COLORADO),3,LA TRINITARIA,NUEVA LIBERTAD (EL COLORADO),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007465,CIENEGUITAS,3,LA TRINITARIA,SAN FRANCISCO DE ASÍS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007470,NUEVO LLANO GRANDE,3,LA TRINITARIA,NUEVO LLANO GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007494,TUMBALÁ,6,TUMBALÁ,TUMBALÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007506,IGNACIO ALLENDE,6,TUMBALÁ,IGNACIO ALLENDE,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007511,CACAHUATAL,6,TUMBALÁ,CACAHUATAL,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007523,EMILIANO ZAPATA,6,TUMBALÁ,EMILIANO ZAPATA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007535,BENITO JUÁREZ,6,TUMBALÁ,BENITO JUÁREZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007552,UMMA I POTINASPAK,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007564,LAS CASITAS,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007576,TUXTLA (COL. SANTA CRUZ),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007581,BIENESTAR SOCIAL,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007593,PLAN DE AYALA,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007605,ALBANIA (EL VALLE),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007610,PATRIA NUEVA,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 04 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007622,TERAN,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 05 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007634,TUXTLA GUTIÉRREZ,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007646,COPOYA,1,TUXTLA GUTIÉRREZ,COPOYA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007651,EL JOBO,1,TUXTLA GUTIÉRREZ,EL JOBO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007663,TUXTLA CHICO,7,TUXTLA CHICO,TUXTLA CHICO,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007675,2A. SECCIÓN IZAPA,7,TUXTLA CHICO,2DA. SECCIÓN DE IZAPA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007680,C.S. PRIMERA SECCIÓN DE MEDIO MONTE,7,TUXTLA CHICO,1RA. SECCIÓN DE MEDIO MONTE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007692,2A. SECCIÓN MEDIO MONTE,7,TUXTLA CHICO,2DA. SECCIÓN DE MEDIO MONTE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007704,TALISMÁN,7,TUXTLA CHICO,TALISMÁN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007716,SECCIÓN LA TOMA,7,TUXTLA CHICO,SECCIÓN LA TOMA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007721,CANTÓN EL SACRIFICIO,7,TUXTLA CHICO,EL SACRIFICIO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007733,CHIPILÍN,7,TUZANTÁN,EL CHIPILÍN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007745,C.S. ISLAMAPA,7,TUZANTÁN,ISLAMAPA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007750,SEGUNDO CANTÓN,7,TUZANTÁN,SEGUNDO CANTÓN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007762,29 DE DICIEMBRE,7,TUZANTÁN,VEINTINUEVE DE DICIEMBRE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007786,FELIPE ÁNGELES,3,TZIMOL,FELIPE ÁNGELES,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007791,OCHUSJOB,3,TZIMOL,OCHUSJOB,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
